buyer,seller,material,weight_tons,price_per_ton,pricing_formula,reference_symbol,reference_price,reference_source,reference_timestamp,currency
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.487,2900.0,,3830#9,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.428,3900.0,,3830#10,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.471,3900.0,,3830#11,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Truck Wheels,0.1885,1400.0,,3830#12,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Radiators (Auto,0.148,5140.0,,3830#13,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.5365,4120.0,,3830#14,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Dirty),0.211,3840.0,,3830#15,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.296,300.0,,3830#16,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.17,840.0,,3830#17,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Car Wheels,0.2165,1860.0,,3830#18,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper/Brass Radiators (Dirty),0.123,3400.0,,3830#19,,QBO,2025-01-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),1.0185,8420.0,,3921#0,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.365,8020.0,,3921#1,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW Low Grade (Christmas Lights),0.3295,1420.0,,3921#2,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW Low Grade (Christmas Lights),0.2085,1420.0,,3921#3,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.346,2900.0,,3921#4,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4015,2900.0,,3921#5,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.5665,860.0,,3921#6,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.741,780.0,,3921#7,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sealed Units / Compressors (Vader),1.0425,720.0,,3921#8,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.2295,1860.0,,3921#9,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.1925,1860.0,,3921#10,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,MLC (Mixed Low Copper) Prepared,0.3715,1560.0,,3921#11,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.577,300.0,,3921#12,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.6615,200.0,,3921#13,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Thermal Break Aluminum Extrusion,0.271,1440.0,,3921#14,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Car Wheels,0.2115,1980.0,,3921#15,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.895,560.0,,3921#16,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),1.011,560.0,,3921#17,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Yellow Brass (Solid,1.0125,5340.0,,3921#18,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,STAINLESS STEEL TURNINGS,0.506,600.0,,3921#19,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.336,4400.0,,3921#20,,QBO,2025-02-26,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.2105,1960.0,,3923#0,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.2265,1960.0,,3923#1,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.221,1960.0,,3923#2,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.257,1960.0,,3923#3,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.2635,1960.0,,3923#4,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.507,4000.0,,3923#5,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4815,4000.0,,3923#6,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.575,4000.0,,3923#7,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4805,4000.0,,3923#8,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4045,4000.0,,3923#9,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.515,4000.0,,3923#10,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.381,4000.0,,3923#11,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.532,4000.0,,3923#12,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.6305,4000.0,,3923#13,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.402,4000.0,,3923#14,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.569,4000.0,,3923#15,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.497,4000.0,,3923#16,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.5075,4000.0,,3923#17,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4325,4000.0,,3923#18,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.626,4000.0,,3923#19,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.432,4000.0,,3923#20,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4035,4000.0,,3923#21,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.522,4000.0,,3923#22,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4715,4000.0,,3923#23,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.68,4000.0,,3923#24,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead Wheel Weights,0.273,420.0,,3923#25,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.2435,600.0,,3923#26,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4455,4000.0,,3923#27,,QBO,2025-02-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.564,7700.0,,3958#0,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sheet Copper,0.2745,7500.0,,3958#1,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.3025,2000.0,,3958#2,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.3295,2000.0,,3958#3,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.3055,2000.0,,3958#4,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.2595,2000.0,,3958#5,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Extrusion (Bare),0.413,2200.0,,3958#6,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.462,3800.0,,3958#7,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.395,2000.0,,3958#8,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.423,2800.0,,3958#9,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.414,2040.0,,3958#10,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.38,3800.0,,3958#11,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.385,3100.0,,3958#12,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.298,3800.0,,3958#13,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.281,3420.0,,3958#14,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (Battery Cable),0.722,5100.0,,3958#15,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #1 (THHN 80%),0.4545,5260.0,,3958#16,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ELECTRIC Motors (Large <1000 lb),0.944,600.0,,3958#17,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.3915,880.0,,3958#18,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ALUMINUM CAR WHEELS (CLEAN),0.2345,2080.0,,3958#19,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ALUMINUM CAR WHEELS (CLEAN),0.3515,2080.0,,3958#20,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),1.037,560.0,,3958#21,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.1995,4480.0,,3958#22,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.4375,400.0,,3958#23,,QBO,2025-03-13,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),0.8705,8580.0,,4005#0,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.5215,8180.0,,4005#1,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.809,560.0,,4005#2,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Extrusion (Bare),0.4265,1960.0,,4005#3,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.373,2000.0,,4005#4,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.26,2000.0,,4005#5,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Painted Aluminum Extrusion,0.406,2000.0,,4005#6,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.583,880.0,,4005#7,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),2.386,900.0,,4005#8,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Transformers (Al/Cu),0.1395,400.0,,4005#9,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,BRASS BKG,0.453,5500.0,,4005#10,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Old Cast Aluminum,0.455,1480.0,,4005#11,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Old Cast Aluminum,0.2675,1480.0,,4005#12,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Insulated Al Wire,0.2975,1440.0,,4005#13,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4375,3300.0,,4005#14,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Stainless Steel Turnings,0.069,540.0,,4005#15,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Stainless Steel Turnings,0.2235,540.0,,4005#16,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Stainless (316/312 Mixed),0.2115,1740.0,,4005#17,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,MLC (Mixed Low Copper) Prepared,0.1935,1600.0,,4005#18,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ALUMINUM TRUCK WHEELS (DIRTY),0.052,1500.0,,4005#19,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Tinned Copper Wire,0.235,2900.0,,4005#20,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Wire Scrap (Insulated),0.005,4900.0,,4005#21,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Breakage,0.009,800.0,,4005#22,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Breakage,0.036,500.0,,4005#23,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,E-Scrap (Mixed),0.009,100.0,,4005#24,,QBO,2025-03-31,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper (Berry/Candy),0.8285,7480.0,,4054#0,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.787,7000.0,,4054#1,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sheet Copper,0.303,6780.0,,4054#2,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.5335,860.0,,4054#3,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.7035,860.0,,4054#4,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.522,860.0,,4054#5,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.638,860.0,,4054#6,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.493,820.0,,4054#7,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ELECTRIC MOTORS (SMALL),0.983,820.0,,4054#8,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #1 (THHN 80%),0.401,4880.0,,4054#9,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.2975,2240.0,,4054#10,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.434,3120.0,,4054#11,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.89,560.0,,4054#12,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.844,560.0,,4054#13,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.476,560.0,,4054#14,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Transformers (Al/Cu),0.7705,680.0,,4054#15,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Transformers (Al/Cu),0.599,680.0,,4054#16,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Sealed Units / Compressors (Vader),1.3715,700.0,,4054#17,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Old Cast Aluminum,0.2515,1340.0,,4054#18,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ACSR (Aluminum Conductor Steel Reinforced),0.275,4180.0,,4054#19,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ACSR (Aluminum Conductor Steel Reinforced),0.223,4180.0,,4054#20,,QBO,2025-04-21,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),0.899,7920.0,,4069#0,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4915,3920.0,,4069#1,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.6165,3920.0,,4069#2,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4145,3920.0,,4069#3,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3905,3920.0,,4069#4,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.368,3920.0,,4069#5,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3825,3920.0,,4069#6,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4865,3920.0,,4069#7,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.5185,3920.0,,4069#8,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.395,3920.0,,4069#9,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.3905,3920.0,,4069#10,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.36,3920.0,,4069#11,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4395,3920.0,,4069#12,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4295,3920.0,,4069#13,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4775,3920.0,,4069#14,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.6505,3920.0,,4069#15,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.405,3920.0,,4069#16,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.4155,3920.0,,4069#17,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (Battery Cable),0.789,5600.0,,4069#18,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (Battery Cable),0.591,5600.0,,4069#19,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (Battery Cable),0.864,5600.0,,4069#20,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (Battery Cable),0.69,5600.0,,4069#21,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.267,860.0,,4069#22,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.249,860.0,,4069#23,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Motor Stators (Copper),0.589,100.0,,4069#24,,QBO,2025-04-28,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 1 Copper Wire (Barley),0.8985,7860.0,,4120#0,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,No. 2 Copper (Birch/Cliff),0.4875,7000.0,,4120#1,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Car Wheels,0.239,2040.0,,4120#2,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Car Wheels,0.266,2040.0,,4120#3,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Car Wheels,0.251,2040.0,,4120#4,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Breakage,0.8275,300.0,,4120#5,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Range Lead (Indoor),0.8575,1480.0,,4120#6,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Lead-Acid Batteries (Auto),0.799,560.0,,4120#7,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Stainless Steel Turnings,0.622,500.0,,4120#8,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,E-Scrap (Mixed),0.334,400.0,,4120#9,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al/Cu Radiators (Clean),0.43,4160.0,,4120#10,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Yellow Brass (Solid,0.7505,5260.0,,4120#11,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Yellow Brass (Tubing),0.118,3900.0,,4120#12,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.359,2280.0,,4120#13,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.556,3600.0,,4120#14,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #2 (50% & CAT5/Tel),0.18,3600.0,,4120#15,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,ICW #1 (THHN 80%),0.2665,4920.0,,4120#16,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Motor Stators (Copper),0.6,40.0,,4120#17,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Breakage,0.163,300.0,,4120#18,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.459,760.0,,4120#19,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),1.2195,840.0,,4120#20,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Mixed Electric Motors (Elmo),0.3775,840.0,,4120#21,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Copper Breakage,0.251,1100.0,,4120#22,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Radiator Ends (Cu Breakage),0.2685,2620.0,,4120#23,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Thermal Break Aluminum Extrusion,0.2685,1600.0,,4120#24,,QBO,2025-05-20,USD
C&Y Global, Inc. / Pro Metal Recycling,Winski Brothers,Al Car Wheels,0.1765,2200.0,,4170#0,,QBO,2025-06-06,USD
