"Date","Price","Open","High","Low","Vol.","Change %"
"10/05/2021","4,262.60","4,262.60","4,262.60","4,262.60","","-0.11%"
"10/04/2021","4,267.30","4,267.30","4,267.30","4,267.30","","1.38%"
"10/01/2021","4,209.20","4,209.20","4,209.20","4,209.20","","1.16%"
"09/30/2021","4,161.00","4,161.00","4,161.00","4,161.00","","-2.39%"
"09/29/2021","4,262.70","4,262.70","4,262.70","4,262.70","","-1.12%"
"09/28/2021","4,311.20","4,311.20","4,311.20","4,311.20","","-0.03%"
"09/27/2021","4,312.40","4,312.40","4,312.40","4,312.40","","-0.69%"
"09/24/2021","4,342.40","4,342.40","4,342.40","4,342.40","","0.45%"
"09/23/2021","4,323.10","4,323.10","4,323.10","4,323.10","","0.34%"
"09/22/2021","4,308.40","4,308.40","4,308.40","4,308.40","","3.09%"
"09/21/2021","4,179.20","4,179.20","4,179.20","4,179.20","","-0.72%"
"09/20/2021","4,209.60","4,209.60","4,209.60","4,209.60","","-2.15%"
"09/17/2021","4,301.90","4,301.90","4,301.90","4,301.90","","-0.22%"
"09/16/2021","4,311.50","4,311.50","4,311.50","4,311.50","","0.02%"
"09/14/2021","4,310.70","4,310.70","4,310.70","4,310.70","","-1.37%"
"09/13/2021","4,370.40","4,370.40","4,370.40","4,370.40","","-1.33%"
"09/10/2021","4,429.10","4,429.10","4,429.10","4,429.10","","2.69%"
"09/09/2021","4,313.20","4,313.20","4,313.20","4,313.20","","1.65%"
"09/08/2021","4,243.00","4,243.00","4,243.00","4,243.00","","-0.13%"
"09/07/2021","4,248.60","4,248.60","4,248.60","4,248.60","","-0.85%"
"09/06/2021","4,285.10","4,285.10","4,285.10","4,285.10","","0.38%"
"09/03/2021","4,269.00","4,269.00","4,269.00","4,269.00","","0.63%"
"09/02/2021","4,242.20","4,242.20","4,242.20","4,242.20","","0.31%"
"09/01/2021","4,229.10","4,229.10","4,229.10","4,229.10","","-1.47%"
"08/31/2021","4,292.40","4,292.40","4,292.40","4,292.40","","1.40%"
"08/27/2021","4,233.10","4,233.10","4,233.10","4,233.10","","1.02%"
"08/26/2021","4,190.20","4,190.20","4,190.20","4,190.20","","-0.48%"
"08/25/2021","4,210.50","4,210.50","4,210.50","4,210.50","","0.04%"
"08/24/2021","4,208.70","4,208.70","4,208.70","4,208.70","","1.07%"
"08/23/2021","4,164.00","4,164.00","4,164.00","4,164.00","","2.13%"
"08/20/2021","4,077.00","4,077.00","4,077.00","4,077.00","","0.64%"
"08/19/2021","4,051.10","4,051.10","4,051.10","4,051.10","","-1.70%"
"08/18/2021","4,121.10","4,121.10","4,121.10","4,121.10","","-1.82%"
"08/17/2021","4,197.40","4,197.40","4,197.40","4,197.40","","-1.23%"
"08/16/2021","4,249.80","4,249.80","4,249.80","4,249.80","","-0.73%"
"08/13/2021","4,281.10","4,281.10","4,281.10","4,281.10","","0.87%"
"08/12/2021","4,244.20","4,244.20","4,244.20","4,244.20","","-0.41%"
"08/11/2021","4,261.50","4,261.50","4,261.50","4,261.50","","0.45%"
"08/10/2021","4,242.50","4,242.50","4,242.50","4,242.50","","1.49%"
"08/09/2021","4,180.30","4,180.30","4,180.30","4,180.30","","-1.18%"
"08/06/2021","4,230.30","4,230.30","4,230.30","4,230.30","","-0.59%"
"08/05/2021","4,255.50","4,255.50","4,255.50","4,255.50","","0.50%"
"08/04/2021","4,234.40","4,234.40","4,234.40","4,234.40","","-0.66%"
"08/03/2021","4,262.60","4,262.60","4,262.60","4,262.60","","-1.42%"
"08/02/2021","4,323.80","4,323.80","4,323.80","4,323.80","","0.07%"
"07/30/2021","4,320.60","4,320.60","4,320.60","4,320.60","","-0.63%"
"07/29/2021","4,347.80","4,347.80","4,347.80","4,347.80","","1.56%"
"07/28/2021","4,281.10","4,281.10","4,281.10","4,281.10","","0.05%"
"07/27/2021","4,278.90","4,278.90","4,278.90","4,278.90","","-0.85%"
"07/26/2021","4,315.40","4,315.40","4,315.40","4,315.40","","2.14%"
"07/23/2021","4,225.10","4,225.10","4,225.10","4,225.10","","0.90%"
"07/22/2021","4,187.60","4,187.60","4,187.60","4,187.60","","1.19%"
"07/21/2021","4,138.20","4,138.20","4,138.20","4,138.20","","-0.12%"
"07/20/2021","4,143.30","4,143.30","4,143.30","4,143.30","","1.16%"
